City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
241,Police,PL,2021-06-20 21:02:17,53.5521,14.5718,73.8,82,70,1.01,broken clouds
242,Chokurdakh,RU,2021-06-20 21:02:17,70.6333,147.9167,60.15,46,2,10.16,clear sky
243,Mount Gambier,AU,2021-06-20 21:02:17,-37.8333,140.7667,40.5,94,0,4.76,clear sky
244,Yuancheng,CN,2021-06-20 21:02:18,36.652,107.7896,68.14,40,73,1.83,broken clouds
245,Scottsboro,US,2021-06-20 21:02:18,34.6723,-86.0341,90.86,58,75,8.05,broken clouds
246,Beringovskiy,RU,2021-06-20 21:02:18,63.05,179.3167,42.51,82,100,5.32,overcast clouds
247,Marzuq,YE,2021-06-20 21:02:19,14.4,46.4667,78.19,44,98,4.97,overcast clouds
248,Fairview,US,2021-06-20 21:00:12,40.8126,-73.999,90.61,57,1,0.0,clear sky
249,Yelizovo,RU,2021-06-20 21:02:19,53.1873,158.3805,51.94,62,75,15.66,broken clouds
250,Yumen,CN,2021-06-20 21:02:19,40.2833,97.2,70.59,21,2,8.57,clear sky
251,Paciran,ID,2021-06-20 21:02:20,-6.8767,112.3761,76.78,82,88,5.48,overcast clouds
252,Kyzyl-Suu,KG,2021-06-20 21:02:20,42.3414,78.0056,51.48,50,0,7.67,clear sky
253,Merke,KZ,2021-06-20 21:02:20,42.8728,73.1786,57.63,41,19,3.96,few clouds
254,Tanout,NE,2021-06-20 21:02:21,14.9709,8.8879,89.31,36,95,6.11,overcast clouds
255,Kavaratti,IN,2021-06-20 21:02:21,10.5669,72.642,82.72,75,83,19.66,broken clouds
256,Yanji,CN,2021-06-20 21:02:21,42.9075,129.5078,54.03,98,100,3.2,overcast clouds
257,Japura,ID,2021-06-20 21:02:22,-0.3167,102.35,72.55,89,89,1.86,overcast clouds
258,Catuday,PH,2021-06-20 21:02:22,16.2923,119.8062,81.7,79,100,13.38,overcast clouds
259,Leningradskiy,RU,2021-06-20 21:02:22,69.3833,178.4167,44.11,79,23,9.82,few clouds
260,Bengkulu,ID,2021-06-20 21:02:23,-3.8004,102.2655,73.87,88,85,4.23,overcast clouds
261,Anadyr,RU,2021-06-20 21:02:23,64.75,177.4833,57.7,67,40,11.18,scattered clouds
262,Christchurch,NZ,2021-06-20 21:02:00,-43.5333,172.6333,48.99,96,75,1.99,mist
263,Taldan,RU,2021-06-20 21:02:24,53.6667,124.8,58.93,80,96,3.69,overcast clouds
264,Freeport,US,2021-06-20 21:00:14,40.6576,-73.5832,91.33,68,4,1.99,clear sky
265,Te Anau,NZ,2021-06-20 21:02:24,-45.4167,167.7167,37.33,97,60,1.74,broken clouds
266,Victoria,HK,2021-06-20 21:01:27,22.2855,114.1577,86.97,88,99,1.01,overcast clouds
267,Belmonte,BR,2021-06-20 21:02:24,-15.8631,-38.8828,75.7,76,14,5.44,few clouds
268,Chaiya,TH,2021-06-20 21:02:25,9.3862,99.1986,77.36,87,89,5.5,overcast clouds
269,Lasa,IT,2021-06-20 21:02:25,46.6166,10.7002,71.51,82,83,4.61,broken clouds
270,Bolshoy Lug,RU,2021-06-20 21:02:26,52.0779,104.0919,53.78,81,27,5.66,scattered clouds
271,Luderitz,NA,2021-06-20 21:02:26,-26.6481,15.1594,69.4,36,0,3.53,clear sky
272,Severo-Kurilsk,RU,2021-06-20 21:02:26,50.6789,156.125,45.93,80,100,5.97,overcast clouds
273,Shenjiamen,CN,2021-06-20 21:02:27,29.9576,122.298,71.19,76,100,4.52,overcast clouds
274,Coolum Beach,AU,2021-06-20 21:02:27,-26.5333,153.1,56.1,82,17,8.9,few clouds
275,Bereda,ES,2021-06-20 21:02:27,43.2686,-7.5406,57.42,100,100,8.63,overcast clouds
276,Fitiai,GR,2021-06-20 21:02:28,38.7,21.1833,68.74,78,0,1.79,clear sky
277,Margate,GB,2021-06-20 21:00:10,51.3813,1.3862,58.96,93,69,5.99,broken clouds
278,Vila Velha,BR,2021-06-20 21:02:21,-20.3297,-40.2925,79.97,55,0,11.68,clear sky
279,Ostashkov,RU,2021-06-20 21:02:28,57.1467,33.1075,67.8,81,8,3.98,clear sky
280,Esperance,AU,2021-06-20 21:02:29,-33.8667,121.9,52.99,77,100,3.4,light rain
281,Lorengau,PG,2021-06-20 21:02:29,-2.0226,147.2712,79.92,82,97,8.3,overcast clouds
282,Taraz,KZ,2021-06-20 21:02:29,42.9,71.3667,55.81,41,1,8.95,clear sky
283,Chimore,BO,2021-06-20 21:02:30,-16.9833,-65.1333,73.51,62,6,2.53,clear sky
284,Nantucket,US,2021-06-20 21:01:59,41.2835,-70.0995,81.97,79,1,13.8,clear sky
285,Halifax,CA,2021-06-20 20:57:59,44.6453,-63.5724,80.53,51,22,1.99,few clouds
286,Half Moon Bay,US,2021-06-20 21:02:30,37.4636,-122.4286,96.93,63,75,1.01,broken clouds
287,Hasaki,JP,2021-06-20 21:02:30,35.7333,140.8333,64.8,81,100,7.52,light rain
288,Vaitape,PF,2021-06-20 21:02:31,-16.5167,-151.75,80.01,72,10,4.47,clear sky
289,Pisco,PE,2021-06-20 21:02:31,-13.7,-76.2167,65.01,84,99,9.31,overcast clouds
290,Kirakira,SB,2021-06-20 21:02:31,-10.4544,161.9205,79.0,79,100,4.81,overcast clouds
291,Labuhan,ID,2021-06-20 21:02:32,-6.8844,112.2051,76.82,83,96,5.14,moderate rain
292,Poso,ID,2021-06-20 21:02:32,-1.3959,120.7524,75.07,82,36,3.49,scattered clouds
293,Straumen,NO,2021-06-20 21:02:32,63.8709,11.2999,60.8,86,100,4.56,overcast clouds
294,Henties Bay,NA,2021-06-20 21:02:33,-22.116,14.2845,67.86,40,0,6.22,clear sky
295,Wagar,SD,2021-06-20 21:02:33,16.1525,36.2032,89.29,43,99,10.98,overcast clouds
296,Biritiba-Mirim,BR,2021-06-20 21:02:33,-23.5698,-46.0407,62.35,95,98,7.49,overcast clouds
297,Biak,ID,2021-06-20 21:02:34,-0.9131,122.8766,75.2,83,84,4.05,broken clouds
298,Hualmay,PE,2021-06-20 21:02:34,-11.0964,-77.6139,66.92,80,100,11.16,overcast clouds
299,Vynohradove,UA,2021-06-20 21:02:34,46.3696,32.9398,68.65,90,3,5.68,clear sky
300,Tiksi,RU,2021-06-20 21:02:35,71.6872,128.8694,55.4,59,78,3.98,broken clouds
301,Tabas,IR,2021-06-20 21:02:10,33.5959,56.9244,83.35,14,0,5.53,clear sky
302,Jiangyou,CN,2021-06-20 21:02:35,31.7667,104.7167,67.77,85,86,2.39,overcast clouds
303,Nanortalik,GL,2021-06-20 21:02:36,60.1432,-45.2371,42.08,98,100,3.15,light rain
304,Kruisfontein,ZA,2021-06-20 21:02:36,-34.0033,24.7314,67.89,31,7,8.88,clear sky
305,Alofi,NU,2021-06-20 21:00:31,-19.0595,-169.9187,74.57,67,59,7.81,broken clouds
306,Uhlove,UA,2021-06-20 21:02:36,44.8215,33.6045,67.59,88,39,0.65,scattered clouds
307,Pontal Do Parana,BR,2021-06-20 21:02:37,-25.6533,-48.5128,65.73,88,4,5.48,clear sky
308,Yoichi,JP,2021-06-20 21:01:37,43.2039,140.7703,58.23,94,99,1.61,overcast clouds
309,Asyut,EG,2021-06-20 21:02:37,27.181,31.1837,86.22,20,0,2.93,clear sky
310,Tarakan,ID,2021-06-20 21:02:38,3.3,117.6333,78.33,84,100,5.64,moderate rain
311,Astara,AZ,2021-06-20 21:02:38,38.5,48.6667,70.34,51,10,2.57,clear sky
312,Minna,NG,2021-06-20 21:02:38,9.6139,6.5569,76.12,89,100,3.83,light rain
313,Carnarvon,AU,2021-06-20 21:02:38,-24.8667,113.6333,64.04,64,100,23.89,overcast clouds
314,Ishigaki,JP,2021-06-20 21:02:39,24.3448,124.1572,84.25,81,100,4.88,overcast clouds
315,Tukrah,LY,2021-06-20 21:02:39,32.5341,20.5791,74.12,73,0,4.7,clear sky
316,Freital,DE,2021-06-20 21:02:39,51.0017,13.6488,75.78,68,0,4.61,clear sky
317,Yenagoa,NG,2021-06-20 21:02:40,4.9247,6.2642,74.77,95,100,5.64,overcast clouds
318,Beira,MZ,2021-06-20 21:02:40,-19.8436,34.8389,67.8,86,30,8.7,light rain
319,Fayaoue,NC,2021-06-20 21:02:40,-20.65,166.5333,73.6,68,100,7.72,overcast clouds
320,Ban Phai,TH,2021-06-20 21:02:41,16.06,102.731,82.98,67,25,12.59,scattered clouds
321,Jalu,LY,2021-06-20 21:02:41,29.0331,21.5482,80.6,39,0,10.96,clear sky
322,Usinsk,RU,2021-06-20 21:02:41,65.9939,57.5281,43.11,71,96,6.93,overcast clouds
323,Barquisimeto,VE,2021-06-20 21:02:42,10.0739,-69.3228,80.6,62,100,10.92,overcast clouds
324,Tonj,SS,2021-06-20 21:02:42,7.2737,28.6822,70.32,92,100,2.77,overcast clouds
325,Grindavik,IS,2021-06-20 21:02:42,63.8424,-22.4338,48.67,76,40,13.8,scattered clouds
326,Zhigansk,RU,2021-06-20 21:02:43,66.7697,123.3711,71.74,48,56,4.14,broken clouds
327,Punto Fijo,VE,2021-06-20 21:02:43,11.6956,-70.1996,83.73,70,100,31.74,overcast clouds
328,Bako,ET,2021-06-20 21:02:43,5.7833,36.5667,61.74,83,99,4.32,light rain
329,Deputatskiy,RU,2021-06-20 21:02:44,69.3,139.9,59.72,45,2,7.52,clear sky
330,Peniche,PT,2021-06-20 21:02:44,39.3558,-9.3811,65.62,84,100,14.52,overcast clouds
331,Sabha,LY,2021-06-20 21:02:44,27.0377,14.4283,88.45,16,0,11.25,clear sky
332,Timmins,CA,2021-06-20 21:01:10,48.4669,-81.3331,69.26,55,100,5.44,overcast clouds
333,Smithers,CA,2021-06-20 21:00:06,54.7804,-127.1743,78.06,28,96,1.52,overcast clouds
334,Luanda,AO,2021-06-20 20:59:24,-8.8368,13.2343,77.0,78,75,10.36,broken clouds
335,Roma,US,2021-06-20 21:02:45,43.2128,-75.4557,84.94,52,75,1.01,broken clouds
336,Cabo San Lucas,MX,2021-06-20 21:00:16,22.8909,-109.9124,90.61,77,88,13.73,overcast clouds
337,San Policarpo,PH,2021-06-20 21:02:46,12.1791,125.5072,78.51,85,100,6.38,overcast clouds
338,Abaza,RU,2021-06-20 21:02:46,52.655,90.0928,47.57,92,100,4.29,light rain
339,Wufeng,CN,2021-06-20 21:02:46,27.45,104.8333,59.23,80,100,1.12,overcast clouds
340,Nyaunglebin,MM,2021-06-20 21:02:47,17.95,96.7333,74.88,94,58,3.47,broken clouds
341,Oriximina,BR,2021-06-20 21:02:47,-1.7656,-55.8661,78.76,89,20,4.21,few clouds
342,Broken Hill,AU,2021-06-20 21:02:48,-31.95,141.4333,43.32,78,0,6.58,clear sky
343,Fildu De Jos,RO,2021-06-20 21:02:48,46.9333,23.0667,63.39,86,50,3.36,scattered clouds
344,Meadow Lake,US,2021-06-20 21:02:48,34.8014,-106.5436,100.24,11,23,22.12,few clouds
345,Wenling,CN,2021-06-20 21:02:49,28.3669,121.36,70.92,94,100,7.63,overcast clouds
346,Eten,PE,2021-06-20 21:01:30,-6.9081,-79.8642,69.96,80,94,15.05,overcast clouds
347,Ulaanbaatar,MN,2021-06-20 21:02:49,47.9077,106.8832,59.13,55,0,2.24,clear sky
348,Valparaiso,CL,2021-06-20 21:02:49,-33.0393,-71.6273,58.64,75,40,5.75,scattered clouds
349,Antigonish,CA,2021-06-20 21:00:13,45.6169,-61.9986,78.15,65,36,6.33,scattered clouds
350,Farafangana,MG,2021-06-20 21:02:50,-22.8167,47.8333,68.63,75,98,12.95,overcast clouds
351,Ponazyrevo,RU,2021-06-20 21:02:51,58.3578,46.3142,71.01,71,59,5.44,broken clouds
352,Lagoa,PT,2021-06-20 21:02:51,39.05,-27.9833,64.69,72,3,12.86,clear sky
353,Fuglebjerg,DK,2021-06-20 21:02:51,55.306,11.5477,61.56,94,4,7.61,clear sky
354,Tobane,BW,2021-06-20 21:02:51,-21.95,27.9,57.15,58,75,4.79,broken clouds
355,Port Shepstone,ZA,2021-06-20 21:02:52,-30.7414,30.455,64.94,52,0,7.87,clear sky
356,Bilibino,RU,2021-06-20 21:02:52,68.0546,166.4372,61.47,39,9,6.46,clear sky
357,Hobyo,SO,2021-06-20 21:02:53,5.3505,48.5268,76.78,81,100,28.1,overcast clouds
358,Dubrovytsya,UA,2021-06-20 21:02:53,51.5744,26.565,67.12,84,90,5.5,overcast clouds
359,Saldanha,ZA,2021-06-20 21:02:53,-33.0117,17.9442,65.26,51,46,13.0,scattered clouds
360,Kapaa,US,2021-06-20 21:02:53,22.0752,-159.319,82.38,77,67,1.99,broken clouds
361,Tommot,RU,2021-06-20 21:02:54,58.9564,126.2925,66.65,82,16,1.03,few clouds
362,Caconda,AO,2021-06-20 21:02:54,-13.7333,15.0667,55.15,40,3,3.69,clear sky
363,Blackwater,AU,2021-06-20 21:02:54,-23.5833,148.8833,50.81,75,0,3.91,clear sky
364,Galesong,ID,2021-06-20 21:02:55,-5.3166,119.3661,73.42,82,88,4.07,overcast clouds
365,Rio Grande,BR,2021-06-20 21:02:55,-32.035,-52.0986,54.95,89,100,14.07,overcast clouds
366,Hutang,CN,2021-06-20 21:02:55,31.5333,119.4833,69.51,83,96,4.03,light rain
367,Nara,JP,2021-06-20 21:02:56,34.6851,135.8049,68.7,75,57,1.48,broken clouds
368,Nouadhibou,MR,2021-06-20 21:02:56,20.931,-17.0347,67.24,81,0,23.69,clear sky
369,Playas,EC,2021-06-20 21:02:56,-2.6333,-80.3833,73.99,82,100,12.71,overcast clouds
370,Aljezur,PT,2021-06-20 21:02:57,37.3191,-8.8033,59.95,90,0,6.69,clear sky
371,Clyde River,CA,2021-06-20 21:02:57,70.4692,-68.5914,36.7,90,67,6.6,broken clouds
372,Tiznit,MA,2021-06-20 21:02:57,29.5833,-9.5,59.83,79,24,4.79,few clouds
373,Wakkanai,JP,2021-06-20 21:02:58,45.4094,141.6739,49.33,82,99,17.78,overcast clouds
374,Puerto Carreno,CO,2021-06-20 21:02:58,6.189,-67.4859,86.9,63,76,6.64,broken clouds
375,Puerto Baquerizo Moreno,EC,2021-06-20 21:02:58,-0.9,-89.6,73.45,80,94,13.22,overcast clouds
376,Sao Geraldo Do Araguaia,BR,2021-06-20 21:02:59,-6.4006,-48.555,81.41,60,37,1.74,scattered clouds
377,Poum,NC,2021-06-20 21:02:59,-20.2333,164.0167,72.19,67,99,9.89,overcast clouds
378,Borovskoy,KZ,2021-06-20 21:02:59,53.8,64.15,54.07,39,9,16.28,clear sky
379,Cururupu,BR,2021-06-20 21:03:00,-1.8283,-44.8683,75.45,93,20,4.54,few clouds
380,Omsukchan,RU,2021-06-20 21:03:00,62.5333,155.8,47.7,57,100,6.71,overcast clouds
381,Dalvik,IS,2021-06-20 21:03:00,65.9702,-18.5286,47.84,60,69,5.06,broken clouds
382,Novyy Svit,UA,2021-06-20 21:03:01,47.8059,38.0211,71.98,65,15,14.07,moderate rain
383,Taksimo,RU,2021-06-20 21:03:01,56.3444,114.8794,56.59,84,42,0.78,scattered clouds
384,Ellsworth,US,2021-06-20 21:03:01,44.5434,-68.4195,84.29,52,20,1.01,few clouds
385,Qaqortoq,GL,2021-06-20 21:03:02,60.7167,-46.0333,46.9,94,100,1.3,light rain
386,Coelho Neto,BR,2021-06-20 21:03:02,-4.2567,-43.0128,80.51,64,9,3.51,clear sky
387,Graaff-Reinet,ZA,2021-06-20 21:03:02,-32.2522,24.5308,64.92,36,4,8.34,clear sky
388,Guatire,VE,2021-06-20 21:03:03,10.4762,-66.5427,84.74,61,68,5.77,broken clouds
389,Moerai,PF,2021-06-20 21:03:03,-22.4333,-151.3333,75.04,69,36,19.04,scattered clouds
390,Ambilobe,MG,2021-06-20 21:03:03,-13.2,49.05,68.11,76,11,5.57,few clouds
391,Shiyan,CN,2021-06-20 21:03:04,32.6475,110.7781,65.28,62,67,4.5,broken clouds
392,Kyabe,TD,2021-06-20 21:03:04,9.4515,18.9449,80.56,57,15,2.84,light rain
393,Ostrovnoy,RU,2021-06-20 21:03:04,68.0531,39.5131,47.12,97,100,8.86,overcast clouds
394,Plouzane,FR,2021-06-20 21:03:05,48.3833,-4.6167,59.09,94,90,8.05,moderate rain
395,Lagoa Nova,BR,2021-06-20 21:03:05,-6.1,-36.4833,73.54,66,71,15.68,broken clouds
396,Kiunga,PG,2021-06-20 21:03:05,-6.1219,141.2906,71.51,98,97,2.13,overcast clouds
397,Bambous Virieux,MU,2021-06-20 21:03:06,-20.3428,57.7575,67.21,58,79,19.46,broken clouds
398,Xacmaz,AZ,2021-06-20 21:03:06,41.4635,48.806,72.75,44,0,4.81,clear sky
399,Sola,VU,2021-06-20 21:03:06,-13.8833,167.55,80.24,79,70,13.73,broken clouds
400,Kurchum,KZ,2021-06-20 21:03:07,48.5722,83.6542,49.77,61,9,8.93,clear sky
401,Goderich,CA,2021-06-20 21:00:13,43.7501,-81.7165,82.04,71,100,1.36,overcast clouds
402,Chapais,CA,2021-06-20 21:03:07,49.7834,-74.8492,67.98,58,71,7.29,broken clouds
403,Wanning,CN,2021-06-20 21:03:08,18.8003,110.3967,81.91,87,41,9.4,scattered clouds
404,Mushie,CD,2021-06-20 21:03:08,-3.0167,16.9,79.25,38,9,2.68,clear sky
405,Ilulissat,GL,2021-06-20 21:03:08,69.2167,-51.1,37.42,93,90,11.5,light rain
406,Kuching,MY,2021-06-20 21:03:09,1.55,110.3333,75.42,94,20,1.14,few clouds
407,Oksfjord,NO,2021-06-20 21:03:09,70.2396,22.3479,51.87,77,46,1.95,scattered clouds
408,Tomatlan,MX,2021-06-20 21:03:09,19.9333,-105.25,86.85,59,98,8.23,overcast clouds
409,Meulaboh,ID,2021-06-20 21:03:10,4.1363,96.1285,74.19,86,91,4.32,overcast clouds
410,Ambanja,MG,2021-06-20 21:03:10,-13.6833,48.45,68.92,78,12,3.76,few clouds
411,Mehran,IR,2021-06-20 21:03:10,33.1222,46.1646,90.14,11,0,10.92,clear sky
412,Shubarshi,KZ,2021-06-20 21:03:11,48.5872,57.1869,74.64,54,20,8.66,few clouds
413,Sao Bernardo,BR,2021-06-20 21:03:11,-3.3614,-42.4178,80.1,76,59,5.7,broken clouds
414,Kenora,CA,2021-06-20 21:03:11,49.8167,-94.4337,64.78,52,100,18.01,overcast clouds
415,Abu Samrah,SY,2021-06-20 21:03:12,35.3029,37.1841,69.37,62,0,11.16,clear sky
416,Lorsch,DE,2021-06-20 21:03:12,49.6547,8.5686,71.62,89,100,8.01,moderate rain
417,Mocoa,CO,2021-06-20 21:03:12,1.1493,-76.6466,72.19,99,96,3.22,overcast clouds
418,Cedar City,US,2021-06-20 21:00:43,37.6775,-113.0619,93.4,10,26,13.76,scattered clouds
419,Tromso,NO,2021-06-20 21:03:13,69.6496,18.957,52.45,71,0,1.01,clear sky
420,Bollnas,SE,2021-06-20 21:03:13,61.3482,16.3946,50.4,98,94,6.38,overcast clouds
421,Okha,RU,2021-06-20 21:03:13,53.5739,142.9478,47.89,74,31,10.11,scattered clouds
422,Butia,BR,2021-06-20 21:03:14,-30.1197,-51.9622,57.76,88,98,0.76,overcast clouds
423,Tecoanapa,MX,2021-06-20 21:03:14,16.5167,-98.75,84.72,68,100,7.54,overcast clouds
424,Rock Sound,BS,2021-06-20 21:03:14,24.9,-76.2,81.64,78,95,14.25,overcast clouds
425,Chizhou,CN,2021-06-20 21:03:15,30.6578,117.4831,68.92,92,94,2.26,overcast clouds
426,Veraval,IN,2021-06-20 21:03:15,20.9,70.3667,84.02,75,43,14.7,scattered clouds
427,Byron Bay,AU,2021-06-20 21:03:15,-28.65,153.6167,58.95,90,47,12.37,scattered clouds
428,Biloela,AU,2021-06-20 21:00:14,-24.4167,150.5,49.39,76,0,5.1,clear sky
429,Imbituba,BR,2021-06-20 20:58:41,-28.24,-48.6703,64.29,93,98,5.75,overcast clouds
430,Baykit,RU,2021-06-20 21:03:16,61.67,96.37,60.6,74,55,2.59,broken clouds
431,Redmond,US,2021-06-20 21:03:16,47.674,-122.1215,85.05,54,36,1.01,scattered clouds
432,Golden,US,2021-06-20 21:00:12,39.7555,-105.2211,89.56,38,90,7.0,overcast clouds
433,Maniitsoq,GL,2021-06-20 21:03:17,65.4167,-52.9,38.53,78,11,0.67,few clouds
434,Eureka,US,2021-06-20 21:03:17,40.8021,-124.1637,103.75,70,50,10.49,scattered clouds
435,Tabou,CI,2021-06-20 21:03:17,4.423,-7.3528,76.96,85,72,10.33,light rain
436,Torbay,CA,2021-06-20 21:03:18,47.6666,-52.7314,60.76,96,90,19.57,light rain
437,Emerald,AU,2021-06-20 21:03:18,-23.5333,148.1667,49.48,77,0,7.92,clear sky
438,Laguna,US,2021-06-20 21:03:18,38.421,-121.4238,109.65,19,1,5.99,clear sky
439,Manacor,ES,2021-06-20 21:03:19,39.5696,3.2096,74.34,81,66,10.94,broken clouds
440,Kapoeta,SS,2021-06-20 21:03:19,4.7717,33.5903,76.48,60,92,4.05,overcast clouds
441,Kenai,US,2021-06-20 21:03:19,60.5544,-151.2583,60.03,72,100,10.07,light rain
442,Dunedin,NZ,2021-06-20 20:59:42,-45.8742,170.5036,42.8,88,26,2.75,scattered clouds
443,Salalah,OM,2021-06-20 21:03:20,17.0151,54.0924,80.83,89,94,11.05,overcast clouds
444,Luba,GQ,2021-06-20 21:03:20,3.4568,8.5547,79.21,87,84,10.4,light rain
445,Khandbari,NP,2021-06-20 21:03:21,27.3747,87.2039,69.87,94,83,0.11,broken clouds
446,San Joaquin,US,2021-06-20 21:03:21,37.9333,-121.3011,105.98,21,1,10.36,clear sky
447,Zelenoborskiy,RU,2021-06-20 21:03:21,66.845,32.3622,53.89,96,100,3.58,overcast clouds
448,Yar-Sale,RU,2021-06-20 21:03:22,66.8333,70.8333,37.94,66,80,15.99,broken clouds
449,Hagersville,CA,2021-06-20 21:01:40,42.9668,-80.0497,85.86,66,59,10.18,broken clouds
450,Port Macquarie,AU,2021-06-20 21:03:22,-31.4333,152.9167,55.29,100,90,9.22,light rain
451,Krasnoselkup,RU,2021-06-20 21:03:22,65.7,82.4667,42.03,93,100,14.61,overcast clouds
452,Beloha,MG,2021-06-20 21:03:23,-25.1667,45.05,63.5,79,0,14.88,clear sky
453,Provideniya,RU,2021-06-20 21:03:23,64.3833,-173.3,55.51,62,0,4.47,clear sky
454,Olafsvik,IS,2021-06-20 21:03:23,64.8945,-23.7142,46.44,72,36,14.14,scattered clouds
455,Angren,UZ,2021-06-20 21:03:24,41.0167,70.1436,63.09,37,0,2.91,clear sky
456,Warmbad,NA,2021-06-20 21:03:24,-28.45,18.7333,62.67,38,0,13.78,clear sky
457,Bandarbeyla,SO,2021-06-20 21:03:24,9.4942,50.8122,76.75,80,100,30.36,overcast clouds
458,Dubuque,US,2021-06-20 21:01:54,42.4833,-90.8668,74.55,71,49,16.28,scattered clouds
459,Taitung,TW,2021-06-20 21:03:25,22.7583,121.1444,83.43,73,100,4.29,overcast clouds
460,Chimbote,PE,2021-06-20 21:03:25,-9.0853,-78.5783,67.93,81,90,11.63,overcast clouds
461,Kutum,SD,2021-06-20 21:03:26,14.2,24.6667,79.02,42,75,4.43,broken clouds
462,Druzhba,UA,2021-06-20 21:03:26,52.0428,33.9453,68.76,77,99,11.5,light rain
463,Paita,PE,2021-06-20 21:03:26,-5.0892,-81.1144,70.18,77,92,17.49,overcast clouds
464,Tura,IN,2021-06-20 21:03:27,25.5198,90.2201,72.91,98,99,5.46,overcast clouds
465,Povenets,RU,2021-06-20 21:03:27,62.8487,34.8262,65.73,70,98,6.15,overcast clouds
466,Petropavlovsk-Kamchatskiy,RU,2021-06-20 21:03:27,53.0452,158.6483,50.59,62,75,15.66,broken clouds
467,Bintulu,MY,2021-06-20 21:03:28,3.1667,113.0333,75.47,84,100,3.89,overcast clouds
468,Port-Gentil,GA,2021-06-20 21:03:28,-0.7193,8.7815,77.92,81,14,16.42,few clouds
469,Narsaq,GL,2021-06-20 21:03:11,60.9167,-46.05,46.62,95,100,2.91,light rain
470,Port Lincoln,AU,2021-06-20 21:03:28,-34.7333,135.8667,51.33,69,73,10.94,broken clouds
471,Sorland,NO,2021-06-20 21:03:29,67.667,12.6934,46.47,84,100,20.85,overcast clouds
472,Stornoway,GB,2021-06-20 21:03:29,58.2093,-6.3865,50.94,76,15,8.05,few clouds
473,Menongue,AO,2021-06-20 21:03:29,-14.6585,17.691,54.18,51,3,5.32,clear sky
474,Nsanje,MW,2021-06-20 21:03:30,-16.92,35.262,65.23,87,86,3.36,overcast clouds
475,Camalu,MX,2021-06-20 21:03:30,30.85,-116.0667,72.37,65,17,10.54,few clouds
476,Kampot,KH,2021-06-20 21:03:30,10.6167,104.1833,82.45,85,57,9.71,broken clouds
477,Tumarbong,PH,2021-06-20 21:03:31,10.3766,119.4579,78.13,86,100,2.95,heavy intensity rain
478,Ryotsu,JP,2021-06-20 21:03:31,38.0833,138.4333,62.98,79,23,0.63,few clouds
479,Chunskiy,RU,2021-06-20 21:03:31,56.0815,99.6342,57.45,79,69,2.62,broken clouds
480,Banda Aceh,ID,2021-06-20 21:03:32,5.5577,95.3222,79.25,73,100,11.72,overcast clouds
481,Nuevo Progreso,MX,2021-06-20 21:03:32,23.1667,-97.95,91.54,59,96,17.92,overcast clouds
